Entity,Continent,Hemisphere,Year,Average monthly precipitation,ghgEmissions,temperature_anomaly,Annual CO2 emissions (per capita),Location,pop
Equatorial Guinea,Africa,Northern Hemisphere,1995,17.28731516,1460000,0.5775,0.1696,Central,442220
Equatorial Guinea,Africa,Northern Hemisphere,1996,18.31842581,3450000,0.264166667,0.2486,Central,
Equatorial Guinea,Africa,Northern Hemisphere,1997,16.82888879,5190000,0.5175,0.5669,Central,
Equatorial Guinea,Africa,Northern Hemisphere,1998,15.72175905,6570000,0.705,0.4002,Central,
Equatorial Guinea,Africa,Northern Hemisphere,1999,16.81546296,8470000,0.478333333,0.6361,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2000,14.69657411,10060000,0.496666667,0.7676,Central,532660
Equatorial Guinea,Africa,Northern Hemisphere,2001,14.60398165,12280000,0.638333333,7.1869,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2002,17.77898163,14690000,0.7125,9.3883,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2003,16.84407393,18570000,0.746666667,9.7007,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2004,16.00898128,21240000,0.659166667,10.4868,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2005,12.58277798,22360000,0.854166667,10.0261,Central,607740
Equatorial Guinea,Africa,Northern Hemisphere,2006,15.24814796,22660000,0.815833333,8.874,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2007,16.61499967,22250000,0.851666667,6.8492,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2008,15.04814826,21680000,0.6825,8.1508,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2009,16.15009244,21990000,0.725833333,7.4898,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2010,19.89611128,21550000,0.899166667,7.2764,Central,700400
Equatorial Guinea,Africa,Northern Hemisphere,2011,16.19240771,21020000,0.741666667,8.9998,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2012,17.01518504,20820000,0.814166667,7.3089,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2013,17.91648176,20020000,0.800833333,7.172,Central,
Equatorial Guinea,Africa,Northern Hemisphere,2014,21.1963892,19510000,0.919166667,6.51,Central,
Gabon,Africa,Southern Hemisphere,1970,17.61098216,,0.09,3.5315,Central,529480
Gabon,Africa,Southern Hemisphere,1971,13.84713295,,-0.018333333,4.734,Central,
Gabon,Africa,Southern Hemisphere,1972,14.13717266,,0.195833333,4.4744,Central,
Gabon,Africa,Southern Hemisphere,1973,14.90636902,,0.2275,8.5231,Central,
Gabon,Africa,Southern Hemisphere,1974,14.7413394,,0.033333333,8.5836,Central,
Gabon,Africa,Southern Hemisphere,1975,15.54297615,,0.020833333,8.2838,Central,595370
Gabon,Africa,Southern Hemisphere,1976,16.42104157,,0.010833333,8.6238,Central,
Gabon,Africa,Southern Hemisphere,1977,16.23542649,,0.236666667,9.3255,Central,
Gabon,Africa,Southern Hemisphere,1978,12.86254959,,0.115,10.9162,Central,
Gabon,Africa,Southern Hemisphere,1979,14.5772718,,0.249166667,9.5187,Central,
Gabon,Africa,Southern Hemisphere,1980,15.53715282,,0.349166667,9.1207,Central,682240
Gabon,Africa,Southern Hemisphere,1981,14.32717255,,0.2725,8.8144,Central,
Gabon,Africa,Southern Hemisphere,1982,14.56345241,,0.23,8.5657,Central,
Gabon,Africa,Southern Hemisphere,1983,11.20525792,,0.385,7.0258,Central,
Gabon,Africa,Southern Hemisphere,1984,17.20238087,,0.2775,7.4268,Central,
Gabon,Africa,Southern Hemisphere,1985,16.12173607,,0.236666667,7.6151,Central,787600
Gabon,Africa,Southern Hemisphere,1986,14.41163687,,0.233333333,5.8241,Central,
Gabon,Africa,Southern Hemisphere,1987,14.22461313,,0.4075,4.5882,Central,
Gabon,Africa,Southern Hemisphere,1988,17.1786905,,0.404166667,4.8089,Central,
Gabon,Africa,Southern Hemisphere,1989,15.26186509,,0.273333333,6.233,Central,
Gabon,Africa,Southern Hemisphere,1990,15.79168656,7420000,0.371666667,4.724,Central,928350
Gabon,Africa,Southern Hemisphere,1991,14.77637905,7620000,0.400833333,4.6342,Central,
Gabon,Africa,Southern Hemisphere,1992,13.69013886,7790000,0.3075,4.905,Central,
Gabon,Africa,Southern Hemisphere,1993,13.82689492,7850000,0.2775,4.831,Central,
Gabon,Africa,Southern Hemisphere,1994,15.49088292,7570000,0.2625,4.1376,Central,
Gabon,Africa,Southern Hemisphere,1995,14.97601193,7390000,0.3175,4.2456,Central,1087300
Gabon,Africa,Southern Hemisphere,1996,14.35667654,7140000,0.390833333,4.2713,Central,
Gabon,Africa,Southern Hemisphere,1997,13.81024801,7000000,0.413333333,4.183,Central,
Gabon,Africa,Southern Hemisphere,1998,13.26689481,6830000,0.518333333,4.2368,Central,
Gabon,Africa,Southern Hemisphere,1999,17.27397814,6440000,0.286666667,3.9923,Central,
Gabon,Africa,Southern Hemisphere,2000,13.63575399,6070000,0.29,3.8017,Central,1235290
Gabon,Africa,Southern Hemisphere,2001,12.56186506,5990000,0.435833333,3.7941,Central,
Gabon,Africa,Southern Hemisphere,2002,13.12221226,5800000,0.545,3.5271,Central,
Gabon,Africa,Southern Hemisphere,2003,13.05312501,5910000,0.495,3.495,Central,
Gabon,Africa,Southern Hemisphere,2004,12.71048611,5980000,0.415,3.4398,Central,
Gabon,Africa,Southern Hemisphere,2005,10.93674605,6150000,0.499166667,3.4935,Central,1370730
Gabon,Africa,Southern Hemisphere,2006,12.36793646,5720000,0.460833333,2.8965,Central,
Gabon,Africa,Southern Hemisphere,2007,14.97102181,5790000,0.4725,2.777,Central,
Gabon,Africa,Southern Hemisphere,2008,12.30272827,5920000,0.4025,2.7408,Central,
Gabon,Africa,Southern Hemisphere,2009,14.26006946,6070000,0.593333333,2.6979,Central,
Gabon,Africa,Southern Hemisphere,2010,16.71616068,6750000,0.546666667,2.9445,Central,1505460
Gabon,Africa,Southern Hemisphere,2011,13.9289087,7730000,0.468333333,2.927,Central,
Gabon,Africa,Southern Hemisphere,2012,15.99158723,7980000,0.48,2.8767,Central,
Gabon,Africa,Southern Hemisphere,2013,14.59221225,8050000,0.549166667,2.8996,Central,
Gabon,Africa,Southern Hemisphere,2014,20.30494055,7830000,0.57,2.82,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1970,15.96916676,,-0.038333333,0.1965,Central,73770
Sao Tome and Principe,Africa,Northern Hemisphere,1971,15.10666656,,-0.153333333,0.144,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1972,11.72333336,,-0.173333333,0.141,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1973,15.08916664,,0.096666667,0.1844,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1974,13.65416622,,-0.176666667,0.2258,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1975,12.78999996,,-0.053333333,0.2204,Central,81730
Sao Tome and Principe,Africa,Northern Hemisphere,1976,11.79833317,,-0.205,0.3429,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1977,11.92083359,,0.118333333,0.3327,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1978,13.65416718,,0.02,0.363,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1979,12.52333355,,0.084166667,0.3528,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1980,9.289999962,,0.1675,0.4208,Central,93880
Sao Tome and Principe,Africa,Northern Hemisphere,1981,11.23666668,,0.37,0.4497,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1982,10.28583336,,0.054166667,0.4788,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1983,10.49499989,,0.246666667,0.5438,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1984,19.57916641,,0.038333333,0.4989,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1985,15.72583389,,-0.003333333,0.5238,Central,102750
Sao Tome and Principe,Africa,Northern Hemisphere,1986,12.06416702,,0.133333333,0.4775,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1987,12.79416656,,0.246666667,0.4652,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1988,22.04916763,,0.370833333,0.4205,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1989,15.96916676,,0.2675,0.4095,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1990,13.8591671,90000,0.528333333,0.3996,Central,115450
Sao Tome and Principe,Africa,Northern Hemisphere,1991,13.78333378,90000,0.409166667,0.3906,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1992,10.47416687,100000,0.133333333,0.3824,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1993,13.30000019,100000,0.189166667,0.3749,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1994,11.94666672,100000,0.371666667,0.368,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1995,10.39166641,100000,0.5775,0.3617,Central,127910
Sao Tome and Principe,Africa,Northern Hemisphere,1996,13.01249981,100000,0.264166667,0.356,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1997,11.69083309,100000,0.5175,0.3507,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1998,12.67249966,100000,0.705,0.3455,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,1999,14.18833351,100000,0.478333333,0.3403,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2000,12.07583332,100000,0.496666667,0.3348,Central,139940
Sao Tome and Principe,Africa,Northern Hemisphere,2001,10.77333355,100000,0.638333333,0.3544,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2002,12.43833351,110000,0.7125,0.3976,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2003,12.72916698,110000,0.746666667,0.4385,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2004,11.29833317,120000,0.659166667,0.4767,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2005,7.258333206,120000,0.854166667,0.4886,Central,151760
Sao Tome and Principe,Africa,Northern Hemisphere,2006,10.38833332,120000,0.815833333,0.5212,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2007,13.01416588,130000,0.851666667,0.5068,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2008,11.18999958,130000,0.6825,0.4925,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2009,13.43666649,140000,0.725833333,0.5208,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2010,14.94083309,140000,0.899166667,0.5485,Central,165410
Sao Tome and Principe,Africa,Northern Hemisphere,2011,12.0116663,150000,0.741666667,0.556,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2012,11.31499958,160000,0.814166667,0.6029,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2013,12.95750046,160000,0.800833333,0.5913,Central,
Sao Tome and Principe,Africa,Northern Hemisphere,2014,17.61666679,170000,0.919166667,0.5803,Central,
Burundi,Africa,Southern Hemisphere,1970,10.41433344,,0.09,0.0179,Eastern,3513200
Burundi,Africa,Southern Hemisphere,1971,10.48091679,,-0.018333333,0.0208,Eastern,
Burundi,Africa,Southern Hemisphere,1972,10.21841669,,0.195833333,0.0205,Eastern,
Burundi,Africa,Southern Hemisphere,1973,9.135750008,,0.2275,0.0203,Eastern,
Burundi,Africa,Southern Hemisphere,1974,9.600499916,,0.033333333,0.0251,Eastern,
Burundi,Africa,Southern Hemisphere,1975,8.963083267,,0.020833333,0.0208,Eastern,3680100
Burundi,Africa,Southern Hemisphere,1976,8.862833166,,0.010833333,0.0233,Eastern,
Burundi,Africa,Southern Hemisphere,1977,10.40400014,,0.236666667,0.0257,Eastern,
Burundi,Africa,Southern Hemisphere,1978,10.21058331,,0.115,0.026,Eastern,
Burundi,Africa,Southern Hemisphere,1979,10.68291664,,0.249166667,0.0271,Eastern,
Burundi,Africa,Southern Hemisphere,1980,9.327666569,,0.349166667,0.0353,Eastern,4129600
Burundi,Africa,Southern Hemisphere,1981,9.263166666,,0.2725,0.0369,Eastern,
Burundi,Africa,Southern Hemisphere,1982,10.6622499,,0.23,0.036,Eastern,
Burundi,Africa,Southern Hemisphere,1983,9.00316658,,0.385,0.0456,Eastern,
Burundi,Africa,Southern Hemisphere,1984,8.817833328,,0.2775,0.0476,Eastern,
Burundi,Africa,Southern Hemisphere,1985,9.996416807,,0.236666667,0.0486,Eastern,4833400
Burundi,Africa,Southern Hemisphere,1986,10.54799995,,0.233333333,0.048,Eastern,
Burundi,Africa,Southern Hemisphere,1987,9.544583273,,0.4075,0.0496,Eastern,
Burundi,Africa,Southern Hemisphere,1988,10.87316656,,0.404166667,0.044,Eastern,
Burundi,Africa,Southern Hemisphere,1989,10.55975008,,0.273333333,0.0504,Eastern,
Burundi,Africa,Southern Hemisphere,1990,9.091916704,3000000,0.371666667,0.0384,Eastern,5601160
Burundi,Africa,Southern Hemisphere,1991,9.071583462,3090000,0.400833333,0.0428,Eastern,
Burundi,Africa,Southern Hemisphere,1992,8.549750042,3130000,0.3075,0.038,Eastern,
Burundi,Africa,Southern Hemisphere,1993,7.890500069,3160000,0.2775,0.0392,Eastern,
Burundi,Africa,Southern Hemisphere,1994,9.106833458,3100000,0.2625,0.0398,Eastern,
Burundi,Africa,Southern Hemisphere,1995,8.54941659,3180000,0.3175,0.0398,Eastern,6086620
Burundi,Africa,Southern Hemisphere,1996,9.079666615,3160000,0.390833333,0.0399,Eastern,
Burundi,Africa,Southern Hemisphere,1997,9.654250145,3190000,0.413333333,0.0407,Eastern,
Burundi,Africa,Southern Hemisphere,1998,8.683416605,3190000,0.518333333,0.0403,Eastern,
Burundi,Africa,Southern Hemisphere,1999,9.216749859,3120000,0.286666667,0.0403,Eastern,
Burundi,Africa,Southern Hemisphere,2000,9.588333416,3060000,0.29,0.0425,Eastern,6373230
Burundi,Africa,Southern Hemisphere,2001,8.512833405,3020000,0.435833333,0.0314,Eastern,
Burundi,Africa,Southern Hemisphere,2002,10.00983334,2960000,0.545,0.0317,Eastern,
Burundi,Africa,Southern Hemisphere,2003,7.588416624,2920000,0.495,0.0233,Eastern,
Burundi,Africa,Southern Hemisphere,2004,8.097166634,2990000,0.415,0.0277,Eastern,
Burundi,Africa,Southern Hemisphere,2005,9.019500017,2970000,0.499166667,0.0209,Eastern,7250560
Burundi,Africa,Southern Hemisphere,2006,10.35100002,3120000,0.460833333,0.0241,Eastern,
Burundi,Africa,Southern Hemisphere,2007,9.173916674,3200000,0.4725,0.0256,Eastern,
Burundi,Africa,Southern Hemisphere,2008,9.21733346,3330000,0.4025,0.0257,Eastern,
Burundi,Africa,Southern Hemisphere,2009,9.873416805,3480000,0.593333333,0.0201,Eastern,
Burundi,Africa,Southern Hemisphere,2010,8.847000074,3700000,0.546666667,0.0342,Eastern,8382240
Burundi,Africa,Southern Hemisphere,2011,10.78533344,3880000,0.468333333,0.0396,Eastern,
Burundi,Africa,Southern Hemisphere,2012,8.170416689,3950000,0.48,0.0411,Eastern,
Burundi,Africa,Southern Hemisphere,2013,8.954916668,4290000,0.549166667,0.0418,Eastern,
Burundi,Africa,Southern Hemisphere,2014,8.999499941,4410000,0.57,0.0383,Eastern,
Comoros,Africa,Southern Hemisphere,1970,21.86249924,,0.09,0.1274,Eastern,237860
Comoros,Africa,Southern Hemisphere,1971,20.93083382,,-0.018333333,0.1249,Eastern,
Comoros,Africa,Southern Hemisphere,1972,18.17083359,,0.195833333,0.1225,Eastern,
Comoros,Africa,Southern Hemisphere,1973,33.23583221,,0.2275,0.12,Eastern,
Comoros,Africa,Southern Hemisphere,1974,12.38083363,,0.033333333,0.1172,Eastern,
Comoros,Africa,Southern Hemisphere,1975,18.44583321,,0.020833333,0.1282,Eastern,269640
Comoros,Africa,Southern Hemisphere,1976,20.55083275,,0.010833333,0.1515,Eastern,
Comoros,Africa,Southern Hemisphere,1977,19.65166664,,0.236666667,0.1461,Eastern,
Comoros,Africa,Southern Hemisphere,1978,31.87250137,,0.115,0.1023,Eastern,
Comoros,Africa,Southern Hemisphere,1979,15.18833351,,0.249166667,0.0739,Eastern,
Comoros,Africa,Southern Hemisphere,1980,26.76333237,,0.349166667,0.1547,Eastern,327700
Comoros,Africa,Southern Hemisphere,1981,27.25583267,,0.2725,0.15,Eastern,
Comoros,Africa,Southern Hemisphere,1982,17.56166649,,0.23,0.1457,Eastern,
Comoros,Africa,Southern Hemisphere,1983,20.80999947,,0.385,0.1417,Eastern,
Comoros,Africa,Southern Hemisphere,1984,19.63666725,,0.2775,0.1379,Eastern,
Comoros,Africa,Southern Hemisphere,1985,20.51083374,,0.236666667,0.134,Eastern,383870
Comoros,Africa,Southern Hemisphere,1986,21.06416702,,0.233333333,0.1202,Eastern,
Comoros,Africa,Southern Hemisphere,1987,18.39416695,,0.4075,0.1265,Eastern,
Comoros,Africa,Southern Hemisphere,1988,19.11249924,,0.404166667,0.1322,Eastern,
Comoros,Africa,Southern Hemisphere,1989,24.28666687,,0.273333333,0.1284,Eastern,
Comoros,Africa,Southern Hemisphere,1990,20.21999931,270000,0.371666667,0.1513,Eastern,437100
Comoros,Africa,Southern Hemisphere,1991,23.56833267,280000,0.400833333,0.1556,Eastern,
Comoros,Africa,Southern Hemisphere,1992,19.96249962,280000,0.3075,0.1511,Eastern,
Comoros,Africa,Southern Hemisphere,1993,21.56999969,290000,0.2775,0.155,Eastern,
Comoros,Africa,Southern Hemisphere,1994,20.91583252,290000,0.2625,0.1506,Eastern,
Comoros,Africa,Southern Hemisphere,1995,19.91666603,300000,0.3175,0.1541,Eastern,494490
Comoros,Africa,Southern Hemisphere,1996,18.5,310000,0.390833333,0.1575,Eastern,
Comoros,Africa,Southern Hemisphere,1997,11.78166676,310000,0.413333333,0.1606,Eastern,
Comoros,Africa,Southern Hemisphere,1998,15.64750004,330000,0.518333333,0.1706,Eastern,
Comoros,Africa,Southern Hemisphere,1999,17.77583313,340000,0.286666667,0.1732,Eastern,
Comoros,Africa,Southern Hemisphere,2000,14.98750019,330000,0.29,0.1892,Eastern,562470
Comoros,Africa,Southern Hemisphere,2001,14.46666622,340000,0.435833333,0.1846,Eastern,
Comoros,Africa,Southern Hemisphere,2002,18.84250069,350000,0.545,0.1802,Eastern,
Comoros,Africa,Southern Hemisphere,2003,21.10583305,370000,0.495,0.2262,Eastern,
Comoros,Africa,Southern Hemisphere,2004,14.06166649,380000,0.415,0.2393,Eastern,
Comoros,Africa,Southern Hemisphere,2005,12.91666698,380000,0.499166667,0.2276,Eastern,642970
Comoros,Africa,Southern Hemisphere,2006,23.78583336,420000,0.460833333,0.2574,Eastern,
Comoros,Africa,Southern Hemisphere,2007,18.9683342,340000,0.4725,0.1599,Eastern,
Comoros,Africa,Southern Hemisphere,2008,23.29166603,370000,0.4025,0.1617,Eastern,
Comoros,Africa,Southern Hemisphere,2009,19.15583229,400000,0.593333333,0.1959,Eastern,
Comoros,Africa,Southern Hemisphere,2010,22.27750015,440000,0.546666667,0.2337,Eastern,734750
Comoros,Africa,Southern Hemisphere,2011,33.67333221,430000,0.468333333,0.1919,Eastern,
Comoros,Africa,Southern Hemisphere,2012,33.69250107,450000,0.48,0.1974,Eastern,
Comoros,Africa,Southern Hemisphere,2013,34.30583572,490000,0.549166667,0.2372,Eastern,
Comoros,Africa,Southern Hemisphere,2014,23.48166656,480000,0.57,0.2026,Eastern,
Djibouti,Africa,Northern Hemisphere,1970,1.130238099,,-0.038333333,0.872,Eastern,161620
